DATAFLOW,LAST UPDATE,freq,sex,age,training,wstatus,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT12,2004,11.5,b
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT12,2005,10.2,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT12,2006,11.4,b
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT12,2007,11.4,b
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT12,2008,10.9,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT12,2009,11.1,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT12,2010,9.5,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT12,2011,9.0,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT12,2012,7.8,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT12,2013,9.4,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT12,2014,11.1,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT12,2015,8.8,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT12,2016,7.7,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT12,2017,7.4,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT12,2018,7.8,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT12,2019,10.5,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT12,2020,7.5,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT12,2021,10.3,b
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT13,2000,13.9,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT13,2001,14.6,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT13,2002,9.9,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT13,2003,12.7,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT13,2004,16.2,b
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT13,2005,16.4,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT13,2006,15.1,b
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT13,2007,15.0,b
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT13,2008,14.0,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT13,2009,15.4,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT13,2010,13.5,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT13,2011,13.3,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT13,2012,13.5,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT13,2013,13.3,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT13,2014,14.0,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT13,2015,12.3,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT13,2016,13.9,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT13,2017,12.3,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT13,2018,13.3,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT13,2019,13.1,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT13,2020,13.6,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT13,2021,12.4,b
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT21,2000,15.3,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT21,2001,12.8,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT21,2002,9.8,u
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT21,2003,9.7,u
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT21,2004,11.9,bu
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT21,2005,12.0,u
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT21,2006,9.0,bu
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT21,2007,9.5,bu
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT21,2008,10.0,u
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT21,2009,10.5,u
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT21,2010,10.3,u
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT21,2011,7.8,u
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT21,2012,10.5,u
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT21,2013,11.7,u
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT21,2014,8.6,u
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT21,2015,9.5,u
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT21,2016,9.2,u
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT21,2017,9.8,u
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT21,2018,8.8,u
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT21,2019,10.7,u
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT21,2020,11.0,u
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT21,2021,8.0,bu
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT22,2000,16.5,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT22,2001,11.2,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT22,2002,9.8,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT22,2003,9.0,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT22,2004,9.8,b
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT22,2005,10.2,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT22,2006,10.5,b
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT22,2007,10.7,b
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT22,2008,9.6,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT22,2009,9.5,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT22,2010,10.2,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT22,2011,7.8,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT22,2012,8.9,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT22,2013,9.4,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT22,2014,8.7,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT22,2015,8.9,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT22,2016,7.8,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT22,2017,7.9,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT22,2018,9.2,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT22,2019,8.8,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT22,2020,9.9,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT22,2021,8.7,b
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT31,2000,9.0,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT31,2001,8.7,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT31,2002,7.3,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT31,2003,7.1,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT31,2004,11.3,b
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT31,2005,10.9,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT31,2006,8.9,b
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT31,2007,10.7,b
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT31,2008,9.7,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT31,2009,10.8,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT31,2010,10.0,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT31,2011,9.9,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT31,2012,8.0,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT31,2013,7.8,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT31,2014,9.4,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT31,2015,7.1,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT31,2016,8.1,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT31,2017,8.4,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT31,2018,9.6,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT31,2019,7.2,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT31,2020,7.1,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT31,2021,11.0,b
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT32,2000,10.1,u
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT32,2001,9.8,u
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT32,2002,6.3,u
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT32,2003,8.3,u
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT32,2004,10.2,bu
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT32,2005,9.4,u
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT32,2006,9.5,bu
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT32,2007,8.8,bu
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT32,2008,9.8,u
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT32,2009,8.3,u
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT32,2010,9.1,u
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT32,2011,7.7,u
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT32,2012,7.9,u
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT32,2013,6.6,u
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT32,2014,7.6,u
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT32,2015,,u
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT32,2016,7.7,u
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT32,2017,6.4,u
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT32,2018,7.6,u
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT32,2019,7.3,u
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT32,2020,8.6,u
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT32,2021,8.8,bu
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT33,2000,7.3,u
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT33,2001,12.0,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT33,2002,7.1,u
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT33,2003,7.9,u
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT33,2004,11.3,b
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT33,2005,11.0,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT33,2006,10.9,b
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT33,2007,9.5,b
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT33,2008,10.2,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT33,2009,8.9,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT33,2010,9.7,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT33,2011,8.9,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT33,2012,7.6,u
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT33,2013,7.0,u
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT33,2014,7.3,u
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT33,2015,8.2,u
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT33,2016,6.9,u
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT33,2017,7.9,u
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT33,2018,6.8,u
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT33,2019,7.3,u
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT33,2020,8.6,u
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT33,2021,9.0,bu
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT34,2000,10.6,u
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT34,2001,,u
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,AT34,2002,10.8,u
